Date,Closing Price (USD)
7/23/14,617.6875
7/24/14,602.93125
7/25/14,597.585
7/26/14,592.96375
7/27/14,580.11
7/28/14,585.44875
7/29/14,580.5175
7/30/14,564.57
7/31/14,583.39
8/1/14,593.80625
8/2/14,581.52
8/3/14,585.80125
8/4/14,582.33375
8/5/14,582.52125
8/6/14,583.62375
8/7/14,595.80875
8/8/14,585.39625
8/9/14,586.05875
8/10/14,588.7525
8/11/14,566.31625
8/12/14,565.55125
8/13/14,534.54
8/14/14,511.4725
8/15/14,487.56625
8/16/14,516.62625
8/17/14,489.4675
8/18/14,455.91625
8/19/14,472.91
8/20/14,519.015
8/21/14,508.12875
8/22/14,507.51
8/23/14,501.63125
8/24/14,503.32125
8/25/14,504.62625
8/26/14,513.39125
8/27/14,514.62375
8/28/14,506.025
8/29/14,504.70625
8/30/14,502.055
8/31/14,474.5425
9/1/14,477.98375
9/2/14,476.88375
9/3/14,475.65
9/4/14,485.65125
9/5/14,480.9075
9/6/14,481.88375
9/7/14,473.58625
9/8/14,468.5775
9/9/14,474.29125
9/10/14,479.4175
9/11/14,473.6725
9/12/14,471.5325
9/13/14,475.37875
9/14/14,475.02125
9/15/14,471.08375
9/16/14,464.55375
9/17/14,449.95875
9/18/14,425.4475
9/19/14,410.08
9/20/14,405.79625
9/21/14,399.0975
9/22/14,399.5025
9/23/14,427.8125
9/24/14,416.12
9/25/14,410.15
9/26/14,403.4975
9/27/14,398.84
9/28/14,377.97875
9/29/14,376.08375
9/30/14,387.94
10/1/14,381.7475
10/2/14,372.0575
10/3/14,360.7525
10/4/14,335.98125
10/5/14,308.07875
10/6/14,337.23375
10/7/14,326.2325
10/8/14,351.34625
10/9/14,368.59625
10/10/14,359.2025
10/11/14,356.99875
10/12/14,371.15625
10/13/14,392.7825
10/14/14,396.34625
10/15/14,392.56625
10/16/14,376.26875
10/17/14,378.675
10/18/14,390.95875
10/19/14,381.72375
10/20/14,380.0575
10/21/14,382.93875
10/22/14,376.59
10/23/14,351.7825
10/24/14,353.6325
10/25/14,345.1925
10/26/14,350.9775
10/27/14,349.79625
10/28/14,348.9025
10/29/14,335.53625
10/30/14,343.55875
10/31/14,338.0105
11/1/14,325.22633
11/2/14,331.60083
11/3/14,324.71833
11/4/14,332.45666
11/5/14,336.585
11/6/14,346.775
11/7/14,344.81166
11/8/14,343.065
11/9/14,358.50166
11/10/14,368.07666
11/11/14,376.99666
11/12/14,442.10666
11/13/14,389.00333
11/14/14,394.92666
11/15/14,377.08
11/16/14,400.47166
11/17/14,384.93
11/18/14,375.83333
11/19/14,376.16
11/20/14,348.565
11/21/14,352.42
11/22/14,356.8
11/23/14,367.83
11/24/14,381.20666
11/25/14,375.498
11/26/14,372.819
11/27/14,368.983
11/28/14,375.44
11/29/14,376.851
11/30/14,376.13218
12/1/14,377.862
12/2/14,382.452
12/3/14,376.382
12/4/14,368.3618
12/5/14,373.414
12/6/14,373.744
12/7/14,373.155
12/8/14,357.884
12/9/14,348.898
12/10/14,341.041
12/11/14,348.272
12/12/14,346.742
12/13/14,347.348
12/14/14,348.674
12/15/14,338.547
12/16/14,330.536
12/17/14,317.405
12/18/14,306.45999
12/19/14,319.196
12/20/14,321.89299
12/21/14,320.03499
12/22/14,328.701
12/23/14,332.053
12/24/14,321.386
12/25/14,318.563
12/26/14,320.868
12/27/14,316.009
12/28/14,315.64
12/29/14,313.994
12/30/14,309.903
12/31/14,317.204
1/1/15,314.49899
1/2/15,311.14099
1/3/15,277.853
1/4/15,270.813
1/5/15,272.0175
1/6/15,283.84125
1/7/15,290.485
1/8/15,281.03625
1/9/15,286.688
1/10/15,277.64999
1/11/15,268.10199
1/12/15,243.081
1/13/15,219.128
1/14/15,193.3511
1/15/15,220.5745
1/16/15,209.1655
1/17/15,195.59467
1/18/15,212.2711
1/19/15,211.5401
1/20/15,212.28249
1/21/15,230.6754
1/22/15,226.30419
1/23/15,231.4242
1/24/15,251.606
1/25/15,283.59769
1/26/15,258.5374
1/27/15,257.447
1/28/15,235.948
1/29/15,233.141
1/30/15,226.94116
1/31/15,216.66066
2/1/15,229.80441
2/2/15,237.65175
2/3/15,225.83858
2/4/15,226.554
2/5/15,219.75625
2/6/15,225.46666
2/7/15,225.73291
2/8/15,222.78408
2/9/15,220.16725
2/10/15,223.00366
2/11/15,218.72833
2/12/15,223.96716
2/13/15,237.65716
2/14/15,256.21758
2/15/15,230.1355
2/16/15,235.71275
2/17/15,242.93183
2/18/15,237.1035
2/19/15,241.07183
2/20/15,245.70566
2/21/15,245.145
2/22/15,235.14141
2/23/15,238.93183
2/24/15,238.15225
2/25/15,235.67716
2/26/15,251.28908
2/27/15,251.03416
2/28/15,251.9314
3/1/15,258.8485
3/2/15,270.7625
3/3/15,278.1172
3/4/15,269.2606
3/5/15,274.8977
3/6/15,270.86109
3/7/15,276.72789
3/8/15,277.98519
3/9/15,294.1886
3/10/15,289.7149
3/11/15,292.8678
3/12/15,293.224
3/13/15,282.644
3/14/15,283.0809
3/15/15,290.61579
3/16/15,290.542
3/17/15,283.7507
3/18/15,252.44789
3/19/15,263.4741
3/20/15,259.913
3/21/15,259.3943
3/22/15,267.5549
3/23/15,265.273
3/24/15,246.6733
3/25/15,245.6489
3/26/15,246.5497
3/27/15,248.4467
3/28/15,246.728
3/29/15,245.1133
3/30/15,247.2639
3/31/15,243.3028
4/1/15,246.96
4/2/15,252.0578
4/3/15,253.4334
4/4/15,252.0256
4/5/15,260.3589
4/6/15,252.0909
4/7/15,252.8629
4/8/15,244.0449
4/9/15,240.9478
4/10/15,236.4388
4/11/15,236.5542
4/12/15,235.522
4/13/15,222.6009
4/14/15,220.9126
4/15/15,226.0171
4/16/15,227.9255
4/17/15,223.317
4/18/15,223.4062
4/19/15,223.9214
4/20/15,224.9815
4/21/15,235.50369
4/22/15,234.15749
4/23/15,233.40079
4/24/15,228.92379
4/25/15,219.94549
4/26/15,219.19029
4/27/15,227.3867
4/28/15,225.3545
4/29/15,225.9976
4/30/15,236.6827
5/1/15,233.8511
5/2/15,236.2378
5/3/15,240.3646
5/4/15,235.6033
5/5/15,235.6017
5/6/15,230.4207
5/7/15,237.059
5/8/15,244.6989
5/9/15,241.516
5/10/15,239.4036
5/11/15,240.00079
5/12/15,241.3529
5/13/15,235.5478
5/14/15,237.5737
5/15/15,236.657
5/16/15,236.339
5/17/15,236.2319
5/18/15,233.3119
5/19/15,232.7193
5/20/15,234.204
5/21/15,235.86329
5/22/15,240.1588
5/23/15,239.7985
5/24/15,240.9415
5/25/15,237.6588
5/26/15,237.1844
5/27/15,237.6708
5/28/15,237.2277
5/29/15,236.1404
5/30/15,233.3328
5/31/15,230.8331
6/1/15,223.415
6/2/15,226.6168
6/3/15,225.444
6/4/15,223.9665
6/5/15,224.2525
6/6/15,225.8403
6/7/15,223.69459
6/8/15,228.1884
6/9/15,229.2025
6/10/15,229.9599
6/11/15,229.9082
6/12/15,230.6695
6/13/15,233.1445
6/14/15,234.7473
6/15/15,237.39899
6/16/15,248.7435
6/17/15,247.2359
6/18/15,249.0733
6/19/15,240.7897
6/20/15,244.15625
6/21/15,244.9588
6/22/15,247.1273
6/23/15,243.371
6/24/15,240.9204
6/25/15,242.31912
6/26/15,242.28812
6/27/15,250.382
6/28/15,249.42725
6/29/15,258.38549
6/30/15,261.71749
7/1/15,259.62937
7/2/15,255.52675
7/3/15,253.87887
7/4/15,261.42899
7/5/15,267.60762
7/6/15,270.07587
7/7/15,264.356
7/8/15,267.943
7/9/15,269.24925
7/10/15,286.53662
7/11/15,301.03837
7/12/15,304.9905
7/13/15,290.93137
7/14/15,288.48787
7/15/15,287.55762
7/16/15,276.97924
7/17/15,278.33337
